Temperature,Relative Humidity,Pressure
15.36,71.56,98.82
14.68,73.75,98.76
14.04,76.25,98.71
13.37,79.56,98.66
12.66,83.44,98.65
12.02,87.38,98.66
11.38,91.44,98.71
10.89,94.62,98.8
12.81,83.62,98.9
14.87,74,98.96
18.59,58.25,98.98
22.67,42.56,98.94
24.5,37.5,98.85
25.64,34.38,98.73
26.15,32.81,98.66
25.95,32.44,98.62
24.94,34.94,98.62
21.26,48.81,98.65
18.44,54.25,98.7
17.52,55.69,98.77
16.69,57.38,98.83
15.91,59.12,98.85
15.2,61.06,98.84
14.57,63.5,98.82
14.02,65.88,98.78
13.64,67.56,98.75
13.48,68.38,98.72
13.36,69.12,98.69
13.22,70,98.7
13.03,71.06,98.72
12.79,72.19,98.78
12.58,73.06,98.86
13.47,70.19,98.92
15.5,62,98.98
18.23,53.88,99
22.84,36.62,98.97
24.64,30.94,98.9
25.56,28.62,98.8
25.99,27.31,98.71
25.96,26.88,98.64
24.98,31.25,98.62
23.21,36.81,98.62
22.25,34.94,98.66
21.39,36.56,98.72
20.55,38.25,98.79
19.82,39.88,98.83
19.23,41.5,98.86
18.79,42.19,98.87
17.77,44.69,98.86
16.58,47.25,98.87
15.8,49.44,98.86
15.34,51.19,98.85
15.54,50.81,98.84
15.46,51.31,98.86
15.04,52.81,98.9
14.08,56.19,98.99
14.37,60.25,99.08
16.45,51.81,99.16
18.23,47.94,99.2
21.61,38.12,99.2
23.52,32.5,99.12
24.71,30.19,99.02
25.38,28.62,98.94
25.26,28.56,98.9
24.19,33.88,98.88
21.08,46.19,98.89
19.04,45.88,98.94
18.42,47,98.97
17.8,48.56,99.01
16.67,50.62,99.05
15.57,53.38,99.08
14.55,56.5,99.08
13.74,59.25,99.07
13.05,61.94,99.07
12.48,65,99.06
12.01,68.56,99.04
11.65,71.5,99.01
11.81,72.06,99
12.05,71.94,99.05
12.37,70.75,99.13
14.06,66.19,99.19
16.49,56.56,99.26
19.07,49.69,99.31
23.66,33.44,99.28
25.87,27.81,99.2
26.45,26.75,99.1
26.23,27.06,99.04
26.01,27.5,99.01
25.01,32.44,99.01
22.15,45.62,99.01
20.87,43,99.04
19.93,45.12,99.1
18.56,48.44,99.15
17.41,51.19,99.19
16.43,53.94,99.19
15.73,56.75,99.19
15.28,58.75,99.18
14.93,60.19,99.18
14.64,61.62,99.17
14.38,62.88,99.15
14.36,63.25,99.14
14.65,61.56,99.18
14.69,60.38,99.25
14.53,60.94,99.31
15.03,63.06,99.37
17.23,53.69,99.44
18.49,50.12,99.46
20.7,44.25,99.44
24.37,31.62,99.35
25.94,28.19,99.23
26.25,28.06,99.12
25.3,31.69,99.06
22.94,46.38,99.04
20.8,50.69,99.05
19.55,51.69,99.08
19.05,52.06,99.1
18.95,51.38,99.11
18.8,50.69,99.09
18.79,50.06,99.07
18.56,51.56,99.06
17.76,53.62,99.03
17.52,54.06,99
17.47,54.06,99
17.31,54.56,99.02
17.45,54.25,98.98
16.81,56.75,98.96
15.58,61.31,98.96
15.02,63.19,98.95
15.76,61.5,98.98
17.06,59,99.07
17.9,58.75,99.13
18.88,57.69,99.14
20.26,51.94,99.09
20.93,47.94,99.04
20.78,48.69,98.99
20.37,51.88,98.94
20.28,51,98.92
17.94,60,98.91
15.93,61.38,98.92
15.8,60.19,98.97
15.33,59.69,99
14.87,59.75,99.02
14.35,61.06,99.02
13.5,63.44,99.01
12.93,66.19,98.98
12.51,69.12,98.94
12.29,71.44,98.91
12.35,72.19,98.9
12.4,71.94,98.89
12.49,71.06,98.9
12.59,70.25,98.95
12.46,70.81,99
14,69.44,99.04
15.84,62.5,99.08
18.69,52.25,99.1
22.52,36.62,99.06
24.37,32.19,98.98
25.27,30.88,98.87
25.57,31.12,98.78
25.3,32.75,98.73
24.4,36.25,98.71
22.16,48.19,98.72
20.94,48.19,98.76
20.55,49.12,98.83
19.91,50.38,98.88
19.06,52.94,98.9
18.4,54.5,98.91
17.54,56.88,98.9
16.83,58.69,98.87
16.43,59.56,98.85
16.15,59.94,98.84
16.02,59.88,98.84
15.7,60.81,98.85
15.33,62.19,98.87
14.83,64.38,98.91
14.11,68.12,98.97
15.02,68.25,99.03
16.76,61.88,99.09
18.89,55.88,99.12
22.54,43.94,99.11
23.81,39.94,99.03
24.33,38.19,98.93
24.58,37.19,98.84
24.67,36.94,98.79
23.72,42.31,98.78
21.1,53.44,98.8
19.53,54.06,98.85
18.88,56,98.92
18.48,57.38,98.98
18.1,58.38,98.99
17.88,59,98.98
17.77,59,98.98
17.81,59.12,98.97
17.76,59.5,98.95
17.58,60.31,98.94
17.26,61.56,98.93
16.83,62.94,98.92
16.25,64.56,98.93
15.51,67.25,98.98
14.82,70,99.03
16.19,65.25,99.09
17.87,58.88,99.14
20.95,54.06,99.18
23.42,50.62,99.15
24.64,46.81,99.07
25.3,43.94,98.97
25.51,42.5,98.89
25.33,42.12,98.85
24.63,44,98.85
22.68,54.25,98.88
21.51,53.12,98.93
20.91,54.75,99
20.22,57.19,99.05
20.01,58.06,99.09
19.45,60.06,99.1
18.82,62.44,99.1
17.93,65.75,99.09
17.67,66.81,99.07
17.29,68.88,99.06
17,70.69,99.06
16.83,72,99.07
16.76,73,99.09
16.74,73.81,99.14
16.78,74.12,99.21
17.36,72.88,99.27
18.73,67.31,99.31
22.65,53.81,99.3
24.69,47.88,99.23
25.69,44.62,99.11
26.31,42.44,98.97
26.54,41.12,98.86
26.2,41.62,98.81
25.38,43.88,98.81
23.18,55.94,98.82
21.02,59.56,98.86
19.83,63.94,98.94
18.91,68.38,99.02
18.08,72.56,99.07
17.3,76.81,99.09
16.69,80.44,99.09
16.18,83.56,99.06
15.75,86.19,99.04
15.33,88.62,99.02
14.94,90.5,99.01
14.72,90.94,99.01
14.55,90.62,99.03
14.42,89.69,99.08
14.31,88.56,99.16
15.86,79.25,99.24
17.95,68.69,99.3
21.17,56.12,99.34
24.13,45.69,99.31
25.06,41.94,99.23
25.55,39.38,99.12
25.72,37.81,99.01
25.44,37.5,98.94
24.69,38.75,98.91
22.14,51.19,98.91
20,53.69,98.94
18.71,56.56,99
17.62,59.06,99.07
16.74,61.12,99.13
16.02,63.38,99.16
15.37,66.06,99.16
14.82,68.62,99.16
14.39,70.62,99.14
14.09,72.12,99.12
13.86,73.38,99.1
13.72,74.25,99.1
13.64,74.69,99.1
13.58,75,99.14
13.6,74.94,99.19
14.96,70.06,99.25
17.4,60.56,99.31
20.48,50.56,99.36
24.44,35.44,99.33
25.87,32.19,99.24
26.51,31.31,99.14
26.64,31.19,99.05
26.28,31.81,98.99
25.21,34.75,98.94
22.09,49.25,98.92
19.86,52.44,98.95
19,53.75,99.02
18.23,55.69,99.07
17.55,58.88,99.1
17.04,62.62,99.12
16.51,65.62,99.12
15.88,68.31,99.1
15.4,70.44,99.03
14.88,72.44,98.97
14.62,72.19,98.95
14.45,72.31,98.92
14.43,72.75,98.91
14.53,74.31,98.97
14.44,75.06,99.06
14.66,75.12,99.16
16.08,69.56,99.21
18.99,58.19,99.24
22.23,46.81,99.19
24.25,41.19,99.07
25.5,37.81,98.96
26.12,35.56,98.89
26,34.88,98.84
25.21,36.06,98.83
23.51,45.31,98.84
22.22,46.56,98.87
21.23,49.5,98.93
20.26,52.69,98.97
18.82,55.56,98.99
17.57,59.38,99.01
16.65,62.81,99.02
16.08,66.06,99.01
15.8,69.5,98.99
15.37,72.5,98.97
14.83,74.81,98.95
14.17,77.25,98.94
13.41,80.19,98.93
12.75,82.81,98.96
12.36,83.88,99
14.25,74.19,99.05
16.44,64.94,99.09
20.29,50.56,99.12
23.19,41.12,99.09
24.54,37.75,99.01
25.29,36.06,98.9
25.55,35.25,98.81
25.27,35.31,98.75
24.36,37.19,98.72
21.25,50.12,98.73
18.51,56.06,98.78
17.76,57.5,98.88
17.07,59.19,98.96
16.28,61.06,99.01
15.5,62.81,99.03
14.78,64.25,99.03
14.13,65.69,99.02
13.55,67.62,99.01
13.05,69.69,99
12.64,71.81,98.98
12.28,74.25,98.96
11.94,76.88,98.96
11.66,79.31,98.99
11.44,81.44,99.04
13.61,72.06,99.09
16.11,62.94,99.14
19.73,51.06,99.18
24.38,35.81,99.15
25.81,32.31,99.06
26.54,30.06,98.96
26.81,28.56,98.89
26.52,28.19,98.84
25.53,30.44,98.84
22.63,43,98.86
20.42,43.62,98.91
19.14,46.44,98.98
18.1,48.44,99.03
17.3,49.81,99.07
16.52,51.38,99.08
15.8,53.12,99.09
15.21,54.81,99.08
14.83,55.81,99.07
14.62,56.69,99.07
14.32,58.44,99.05
13.93,60.81,99.03
13.47,63.69,99.01
12.98,67,99.03
12.54,70.31,99.06
14.18,66.19,99.1
16.93,56.62,99.13
20.11,47.31,99.14
23.9,35.75,99.07
26.02,32.25,98.96
27.07,30.44,98.83
27.4,29.31,98.74
27.06,29.12,98.69
25.88,32.5,98.69
21.96,48.62,98.74
19.18,51,98.81
18.04,53.12,98.87
16.99,55.69,98.91
16.01,58.56,98.93
15.12,61.38,98.94
14.29,64,98.93
13.55,66.44,98.91
12.94,68.25,98.89
12.46,69.56,98.89
12.07,70.69,98.87
11.7,71.81,98.87
11.38,72.62,98.88
11.07,73.06,98.93
10.8,73.19,98.97
12.91,64,99.03
15.7,53.06,99.07
18.9,44.06,99.11
23.12,31.38,99.07
24.71,27.81,98.98
25.51,26,98.87
25.78,24.94,98.76
25.4,24.88,98.7
24.05,28.5,98.68
19.89,42.69,98.69
17.19,46.69,98.72
16.19,47.94,98.79
15.2,49.69,98.85
14.32,51.5,98.9
13.55,53.31,98.93
12.83,55.38,98.94
12.18,57.38,98.93
11.59,59.31,98.91
11.06,60.94,98.89
10.58,62.31,98.87
10.15,63.88,98.86
9.75,65.44,98.85
9.39,66.88,98.9
9.09,68.12,98.98
11.25,60.06,99.07
13.89,51.62,99.16
17.09,44.38,99.24
21.95,30.19,99.23
24.01,25.19,99.16
24.84,23.62,99.05
25.09,23,98.96
24.69,23.38,98.89
23.33,27.62,98.85
19,42.19,98.85
16.34,46.38,98.87
15.47,47.81,98.92
14.66,49.56,98.94
13.9,51.62,98.95
13.23,54.12,98.94
12.6,57.06,98.92
12,60,98.89
11.44,62.38,98.85
10.96,64.12,98.81
10.54,65.38,98.76
10.15,67.12,98.71
9.75,69.38,98.66
9.34,71.75,98.67
8.96,74.12,98.73
10.61,66.81,98.8
12.79,59.06,98.87
16.12,49.56,98.94
20.95,32.06,98.95
22.81,26.94,98.88
23.8,24.5,98.78
24.19,23.12,98.7
23.92,22.62,98.66
22.66,25.5,98.66
18.06,40.62,98.66
15.13,45.06,98.69
14.13,46.44,98.74
13.23,48,98.78
12.43,49.62,98.8
11.76,51.19,98.81
11.12,53,98.81
10.53,54.94,98.81
10.07,56.62,98.8
9.9,56.88,98.8
9.93,56.25,98.8
9.93,56,98.79
9.77,56.38,98.79
9.46,57.44,98.82
9.1,58.75,98.89
9.67,59.56,98.95
11.75,53,99.02
14.02,46.12,99.1
17.85,35.62,99.11
21.04,27.06,99.05
21.97,25.44,98.94
22.26,25,98.85
22.14,25.38,98.8
20.48,38.38,98.78
18.09,39.38,98.78
17.03,36.56,98.81
16.14,37.88,98.89
15.8,37.81,98.96
15.55,37.56,98.99
14.37,40.94,98.99
13.51,42.94,98.97
12.99,44.06,98.93
12.11,46.75,98.89
11.43,49.06,98.83
11.08,51.19,98.77
10.83,53,98.74
10.79,53.69,98.72
10.81,53.75,98.77
9.97,56.62,98.85
10.38,56.94,98.92
12.58,50.75,98.98
14.96,43.94,99.03
19.76,30.81,99
21.75,26.81,98.9
22.6,25.12,98.79
22.9,23.94,98.71
22.46,24.25,98.66
21.12,35,98.65
19.03,34.69,98.66
17.58,34.75,98.69
16.57,35.31,98.74
15.48,37.44,98.8
14.03,41.44,98.84
12.65,45.69,98.88
11.65,48.62,98.9
11.17,50,98.89
11.11,50,98.88
11.34,48.75,98.85
11.37,48.12,98.84
11.53,47,98.84
11.66,45.94,98.86
11.12,47.69,98.9
10.05,51.69,98.97
10.38,54.31,99.05
12.87,47.44,99.13
15.32,41.69,99.18
19.61,31.25,99.16
22.58,24.62,99.09
23.73,22.88,98.98
24.2,21.94,98.9
23.94,22.19,98.85
22.28,29.75,98.85
17.71,43.44,98.88
14.98,46.31,98.94
13.94,48.19,99.01
13.01,50.19,99.08
12.1,52.75,99.11
11.27,55.44,99.11
10.52,58.19,99.12
9.82,60.94,99.11
9.16,63.81,99.08
8.59,66.56,99.05
8.1,69.25,99.01
7.67,71.75,98.97
7.29,73.75,98.96
7.01,74.94,98.99
6.8,75.62,99.05
9.15,64.94,99.1
11.85,55.62,99.15
15.15,47.06,99.19
19.97,30.38,99.17
22.41,23.94,99.09
23.69,21.5,99.01
24.19,20.62,98.95
23.99,20.81,98.91
22.59,24.88,98.91
17.84,40.81,98.94
15.15,45.62,98.98
14.23,47.88,99.06
13.33,50.75,99.12
12.48,53.88,99.17
11.73,56.94,99.19
11.11,59.5,99.18
10.62,62.06,99.15
10.3,63.81,99.11
10.14,64.69,99.09
9.84,66.19,99.08
9.4,68.5,99.09
9.01,70.62,99.13
8.84,71.56,99.19
8.88,71.5,99.26
10.14,67.12,99.33
13.15,55.81,99.38
16,48.06,99.44
21.02,30.94,99.42
23.47,23.81,99.34
24.35,22.06,99.22
24.62,21.38,99.13
24.12,22,99.08
22.2,31.12,99.06
18.23,43.25,99.04
15.97,45.44,99.05
15.12,46.94,99.08
14.22,48.69,99.1
13.26,50.88,99.13
12.24,53.81,99.15
11.26,57.25,99.14
10.57,60.44,99.11
10.1,63.56,99.08
9.79,65.56,99.04
9.58,66.69,99.01
9.4,67.44,98.99
9.15,68.31,99
8.98,68.75,99.07
8.89,68.69,99.14
10.4,63.94,99.2
13.76,51.31,99.23
16.68,43.88,99.27
21.37,29.62,99.23
23.2,25.31,99.13
23.85,23.94,99.01
23.98,23.38,98.91
23.47,23.75,98.84
22.08,29.31,98.8
18.18,44.06,98.8
15.82,44.19,98.83
14.66,46.25,98.9
13.45,49.5,98.96
12.46,52.94,99
11.62,56.19,99.02
10.86,59.06,99.04
10.22,61.25,99.04
9.75,62.62,99.04
9.48,62.75,99.03
9.47,61.38,99.02
9.65,59.12,99.01
9.72,57.56,99.01
9.53,57.38,99.05
9.09,58.69,99.13
10.01,59.25,99.21
13.01,47.69,99.27
15.8,41.56,99.32
20.35,31.12,99.29
22.21,27.81,99.21
23.08,26.56,99.09
23.44,26.19,98.99
23.15,26.88,98.94
21.86,31.19,98.93
17.58,46.56,98.96
14.94,51.19,99.03
14.12,53.25,99.14
13.33,55.69,99.21
12.54,58.44,99.25
11.75,61.5,99.27
10.98,65,99.27
10.28,68.56,99.26
9.67,72.25,99.25
9.15,75.75,99.24
8.67,79.19,99.24
8.22,82.56,99.23
7.85,85.56,99.25
7.57,87.94,99.27
7.3,90.25,99.32
8.98,81.06,99.38
11.47,69.38,99.42
15.4,53.56,99.45
19.36,37.88,99.41
21.22,32.19,99.32
22.4,28.81,99.21
22.95,27,99.13
22.77,26.88,99.09
21.61,29.75,99.08
17.48,42.5,99.09
14.64,49.44,99.15
13.76,51.12,99.22
12.85,52.81,99.28
12.02,54.62,99.33
11.31,56.62,99.35
10.62,59,99.36
10.01,61.56,99.33
9.44,64.38,99.3
8.9,67.44,99.27
8.35,70.38,99.24
7.75,73.25,99.22
7.11,75.94,99.23
6.44,78.62,99.28
5.82,80.94,99.35
7.53,70.75,99.42
10.16,59.12,99.47
14.04,47.06,99.49
19.48,29.12,99.46
21.67,23.44,99.38
22.89,20.69,99.27
23.43,19.19,99.18
23.02,19.25,99.13
21.35,23.44,99.12
16.5,37.19,99.13
13.65,42.19,99.18
12.63,44.25,99.24
11.6,47.25,99.29
10.63,50.62,99.32
9.81,53.75,99.34
9.14,56.31,99.33
8.61,58.38,99.31
8.12,60.31,99.3
7.6,62.25,99.28
7.05,64.88,99.25
6.51,67.62,99.23
5.96,70.25,99.24
5.42,73.06,99.27
4.91,76.06,99.33
7.04,66.69,99.38
9.52,57.94,99.45
12.71,49.25,99.49
17.19,34.69,99.46
19.99,25.94,99.37
21.1,23.62,99.26
21.55,22.75,99.18
21.3,23,99.14
19.51,32.25,99.13
15.74,42.69,99.13
14.35,40.12,99.16
13.89,39,99.21
13.08,40.44,99.24
12.04,43.5,99.24
11.01,47.06,99.25
10.01,50.31,99.25
9.14,53,99.23
8.44,55.25,99.2
7.88,57.12,99.17
7.37,59,99.13
6.87,60.81,99.09
6.42,62.31,99.09
6.02,64.06,99.12
5.74,65.31,99.17
7.65,59.69,99.2
10.45,49.06,99.24
13.23,42.75,99.27
17.88,31,99.25
21.22,23.5,99.17
22.55,21.69,99.07
23.16,20.94,98.99
22.81,21.62,98.96
20.94,28.38,98.95
16.37,42,98.94
13.68,45.81,98.97
12.69,47.38,99.02
11.9,48.69,99.06
11.18,49.88,99.08
10.47,51.19,99.11
9.76,52.94,99.13
9.09,55.12,99.12
8.56,57.12,99.1
8.33,58.38,99.09
8.26,59.62,99.06
8.07,61,99.04
7.52,63.75,99.04
6.87,67.06,99.09
6.55,69.12,99.17
8.06,64.44,99.22
11.24,53.62,99.27
13.8,46.94,99.29
18.25,34.38,99.23
22.13,25.19,99.13
23.3,23.94,99.05
23.76,23.62,99.01
23.69,23.88,99
22.28,35.38,98.98
19.94,34.19,98.95
18.98,31.75,98.96
17.73,34.62,99.03
15.98,39.12,99.12
16.07,38.69,99.15
15.66,39.88,99.18
15.13,41.75,99.21
14.62,44,99.19
13.25,50.19,99.14
12.94,52.12,99.07
12.77,53.38,99.05
12.05,55.31,99.04
10.79,57.88,99.03
10.15,59.25,99.09
9.51,61.38,99.21
11.15,55.56,99.33
13.77,45.75,99.42
16.53,39.62,99.52
19.59,34.62,99.54
21.51,32.31,99.49
22.66,30.62,99.41
23.17,29.81,99.34
22.73,30.69,99.27
21.54,39.44,99.23
18.99,45.06,99.23
17.79,45.06,99.26
17.31,45.69,99.31
16.9,46.06,99.36
16.45,46.44,99.4
15.81,48.12,99.43
15.94,47.56,99.47
15.44,49,99.47
14.1,53.44,99.47
12.57,59.31,99.47
11.24,65.19,99.46
10.62,68.5,99.44
10.62,69,99.44
10.87,68.19,99.46
11.08,67.44,99.51
12.19,63.25,99.56
14.83,55,99.61
17.4,47.75,99.67
21.73,36.81,99.66
23.78,32.25,99.58
24.78,29.81,99.47
25.31,28.19,99.38
25.12,27.88,99.32
23.93,33.19,99.27
20.84,42.5,99.25
18.35,45.44,99.27
16.62,50.12,99.31
15.85,53.19,99.35
15.13,55.88,99.37
13.98,59.31,99.37
13.04,62.06,99.37
11.78,66.31,99.35
10.87,69.94,99.33
10.21,72.62,99.31
9.65,75.06,99.29
9.14,77.31,99.27
8.67,79.62,99.26
8.25,81.88,99.3
7.87,84.12,99.36
10.08,72.81,99.43
12.87,61.69,99.48
16.19,51.56,99.52
20.69,36.81,99.47
22.95,29.94,99.36
24.1,26.88,99.23
24.57,25.69,99.14
24.37,26,99.09
22.71,32.56,99.09
18.26,46.88,99.1
15.79,50.31,99.14
14.83,52.44,99.2
13.94,54.75,99.23
13.12,57.19,99.25
12.36,59.81,99.24
11.63,63.44,99.23
10.96,67.5,99.2
10.43,71.06,99.17
10.19,73.06,99.15
10.19,73.44,99.12
10.11,73.75,99.1
9.94,74.12,99.1
9.73,74.44,99.14
9.34,75.62,99.22
10.74,68.56,99.3
12.9,60.31,99.36
15.98,51.56,99.4
20.48,37.75,99.37
22.08,33.88,99.3
22.67,32.44,99.21
22.8,32.12,99.17
22.58,32.69,99.17
21.35,38.12,99.18
17.9,52.12,99.21
15.8,55.56,99.26
14.94,57.69,99.31
14.14,59.94,99.35
13.45,61.62,99.37
12.9,63.19,99.38
12.36,65.19,99.36
11.87,67.06,99.33
11.65,67.81,99.3
11.58,67.81,99.28
11.34,68.5,99.27
11.1,69.31,99.27
10.64,71.19,99.31
10.58,71.19,99.39
10.73,70.31,99.49
11.37,67.56,99.59
13.19,61.81,99.66
16.22,51.06,99.7
20.83,35.44,99.65
22.89,29.81,99.52
23.94,27.62,99.4
24.36,26.81,99.31
24.03,27.5,99.27
22.54,36,99.25
19.15,45.56,99.24
16.95,48.12,99.26
15.66,51.5,99.3
14.46,54.56,99.32
13.34,58.31,99.32
12.31,62.25,99.31
11.38,66.06,99.31
10.69,69.12,99.29
10.19,71.38,99.26
9.8,73.25,99.23
9.43,75,99.19
9.06,76.94,99.16
8.64,79.31,99.15
8.23,81.81,99.19
7.92,83.75,99.23
9.44,76.06,99.28
11.81,66.38,99.33
14.3,58.69,99.38
18.51,43.06,99.37
21.37,33.94,99.29
22.33,31.75,99.19
22.61,31.19,99.11
22.18,31.94,99.07
21.08,39.06,99.07
18.8,42.5,99.09
17.8,43.62,99.14
17.07,45.06,99.22
16.33,46.69,99.27
15.32,49.88,99.32
14.48,52.69,99.34
13.33,57,99.35
12.4,60.81,99.34
12,62.81,99.33
12.13,62.5,99.31
11.92,63.62,99.29
11.64,64.94,99.27
11.36,66.31,99.27
11.05,67.81,99.3
10.65,69.81,99.36
10.78,69.5,99.44
12.76,62.56,99.5
14.8,57,99.53
19.07,41.75,99.5
21.63,34.81,99.42
22.83,32,99.3
23.26,30.69,99.2
23.01,30.56,99.14
22.01,35.62,99.13
19.54,41.81,99.14
17.69,43.31,99.17
16.51,45.56,99.22
15.14,48.69,99.25
13.85,51.81,99.26
12.67,55.19,99.25
11.56,59.75,99.23
10.72,64,99.2
10.24,67.31,99.16
10.13,69.19,99.14
10.22,70.06,99.11
10.37,70.56,99.11
10.33,71.88,99.13
10.15,73.94,99.17
9.95,76.12,99.24
10.92,72.56,99.3
13.53,62.38,99.35
16.55,51.19,99.37
20.97,37.06,99.36
22.21,34.69,99.28
22.58,33.62,99.19
22.51,33.19,99.12
22,33.75,99.08
20.79,42.69,99.05
18.68,46.5,99.04
17.11,48.25,99.07
16.19,50,99.12
15.45,51.25,99.16
14.85,52.19,99.19
14.29,53.12,99.19
13.54,54.12,99.17
12.9,56.38,99.14
12.15,59.81,99.12
11.49,63.25,99.13
10.93,66.44,99.12
10.51,69,99.11
10.65,68.94,99.13
10.83,68.38,99.18
10.8,68.56,99.24
11.12,67.19,99.3
12.87,61,99.36
15.85,49.56,99.4
19.11,38.5,99.38
20.44,34.94,99.3
21.18,32.56,99.19
21.29,31.44,99.12
20.98,31.12,99.07
20.12,32.75,99.06
17.46,43.38,99.05
15.56,44.44,99.08
14.44,46.69,99.12
13.61,48.12,99.15
12.83,49.44,99.19
11.84,52.25,99.2
10.88,56.38,99.19
9.81,61.69,99.17
8.86,67.44,99.15
8.06,73.25,99.14
7.5,78.38,99.12
7.24,81.94,99.13
7.05,84.75,99.15
6.86,87.12,99.19
6.71,88.56,99.24
8.22,80.19,99.3
11.17,66.25,99.35
14.65,53.44,99.39
18.64,40,99.36
20.23,35.5,99.26
21.09,33.31,99.15
21.51,32,99.06
21.19,32.25,99
20.16,35,98.98
16.26,50.69,98.98
13.56,54.44,99.03
12.44,57.19,99.09
11.54,59.62,99.14
10.72,62.56,99.18
9.98,65.88,99.2
9.28,69.75,99.21
8.63,74,99.2
8.02,78.38,99.17
7.45,82.5,99.13
6.91,86.06,99.09
6.4,89,99.07
5.93,91.38,99.08
5.51,93.38,99.12
5.14,94.88,99.18
7.45,80.38,99.23
10.47,65.69,99.32
14.31,51.69,99.37
17.97,37.81,99.34
19.46,32.31,99.26
20.43,28.75,99.15
20.91,26.38,99.06
20.52,25.88,98.99
19.37,30.25,98.95
15.82,43.88,98.94
13.67,43,98.99
12.58,45.19,99.04
11.55,47.38,99.08
10.5,50.06,99.1
9.7,52.38,99.1
9.36,54.81,99.1
9.1,56.94,99.08
8.84,58.44,99.07
8.59,59.56,99.08
8.13,61.81,99.06
8.05,63.38,99.05
8.08,64.44,99.08
7.91,66.12,99.14
7.96,66.56,99.21
9.08,62.94,99.26
11.8,53.69,99.32
14.43,45.12,99.36
18.33,31,99.32
20.23,27.12,99.2
21.25,25.62,99.08
21.69,25.06,98.97
21.48,25.38,98.89
20.57,29.69,98.87
18.88,34.62,98.88
17.02,35.06,98.93
15.15,39.5,98.98
13.58,43.81,99
11.96,48.38,99.03
10.85,51.75,99.04
10.14,54,99.03
9.63,55.5,99.01
9.14,57.44,99.01
8.37,60.88,99.02
7.58,64.75,99.03
7.12,67.56,99.05
6.8,70,99.08
6.72,71.62,99.14
6.79,72.5,99.2
8.7,65.38,99.26
10.9,58.5,99.34
13.05,52.75,99.39
16.67,42.44,99.36
17.68,41.38,99.29
17.94,42.19,99.19
17.78,44.12,99.12
17.28,46.56,99.06
16.69,49.19,99.02
15.07,58.06,99.01
13.34,61.38,99.03
12.31,65.94,99.05
11.25,70.94,99.07
10.3,75.38,99.09
9.48,79.06,99.11
8.85,81.69,99.1
8.37,83.56,99.08
7.97,85.25,99.07
7.6,86.75,99.06
7.33,87.81,99.05
7.21,88,99.03
7.14,88,99.05
7.12,87.69,99.1
7.14,87.25,99.17
8.13,81.5,99.24
10.2,71.12,99.33
13.45,60.12,99.37
16.79,52.31,99.32
18.26,48.06,99.21
19.16,44.75,99.1
19.57,42.38,99.01
19.4,42.06,98.97
18.37,44.5,98.97
16.47,53.12,99.02
14.92,55.69,99.08
13.48,61.75,99.16
12.16,69,99.22
11.34,74.5,99.24
10.59,79.62,99.24
9.99,84.06,99.22
9.46,88.06,99.19
8.7,93.44,99.19
8.05,98.25,99.18
7.51,100,99.16
7.08,100,99.14
6.86,100,99.17
6.95,100,99.22
7.22,100,99.28
8.55,96.88,99.34
10.69,83.81,99.43
14.33,65.69,99.49
17.23,52.69,99.46
18.52,48.06,99.37
19.42,45.44,99.26
19.96,43.88,99.17
19.8,44.12,99.11
19.05,46.44,99.09
17.38,54.44,99.1
15.71,55.5,99.15
14.18,61.25,99.2
13.2,66.62,99.23
12.35,72.75,99.26
11.42,79.81,99.29
10.54,86.44,99.31
9.67,92.56,99.31
8.94,96.56,99.3
8.33,98.06,99.27
7.77,97.69,99.26
7.28,94.88,99.25
6.93,91.38,99.26
6.85,88.25,99.29
7.12,85.75,99.36
8.58,78.62,99.44
10.54,70.5,99.54
13.9,60.38,99.61
17.37,51.81,99.58
18.37,49.31,99.5
18.92,48.06,99.41
19.21,47.06,99.31
19.15,46.69,99.23
18.48,48.06,99.18
15.94,57.56,99.16
13.73,62.19,99.17
12.24,67.25,99.2
10.95,72.25,99.24
10.04,76.19,99.27
9.4,79.5,99.29
8.85,83.12,99.29
8.39,86.94,99.28
8.01,90.31,99.27
7.73,92.81,99.24
7.62,93.38,99.22
7.72,91.88,99.2
7.77,90.38,99.21
7.71,89.12,99.27
7.54,88.5,99.36
8.48,81.69,99.45
10.76,69.44,99.54
14.09,57.62,99.59
18.77,44.56,99.55
20.6,37.75,99.44
21.77,33.38,99.33
22.51,30.25,99.23
22.51,28.75,99.17
21.33,34.56,99.16
18.55,41.19,99.19
16.73,41.25,99.22
15.77,43,99.27
15,44.06,99.31
14.19,45.31,99.31
13.29,47.06,99.3
12.11,50.25,99.27
10.98,54.31,99.25
9.94,58.94,99.25
8.92,64.19,99.24
8.12,69.31,99.2
7.83,73.19,99.16
7.63,77.06,99.19
8.37,75.5,99.26
8.84,75.12,99.33
10.05,70.94,99.43
11.58,64.69,99.48
14.23,55.56,99.51
18.72,39.5,99.48
20.69,34.88,99.38
21.76,32.62,99.27
22.28,31.44,99.19
22.19,31.19,99.14
21.23,33.38,99.13
17.23,48.81,99.14
14.28,52.69,99.2
13.35,53.94,99.28
12.47,55.44,99.33
11.35,57.94,99.35
10.26,60.5,99.33
9.37,62.56,99.3
8.58,64.94,99.27
7.95,67.69,99.25
7.48,70.19,99.25
7.01,72.94,99.23
6.4,76.81,99.2
5.69,81.25,99.2
